,title,url,site_name,fb_engagement,published_date,category,elapsed_days,engagement_per_day,month_published,engagement_per_month,title_length
752,North Korea 'Ready To Accept' Rothschild-Controlled Central Bank,http://www.neonnettle.com/features/1421-north-korea-ready-to-accept-rothschild-controlled-central-bank,www.neonnettle.com,4594,2018-06-29,Neon Nettle,2008,2.287848605577689,June,68.63545816733067,64.0
753,Criminal Complaint Filed Against Mueller for Bullying 'False Testimony' on Trump,https://neonnettle.com/news/5818-criminal-complaint-filed-against-mueller-for-bullying-false-testimony-on-trump,neonnettle.com,4591,2018-12-02,Jay Greenberg,1852,2.4789416846652266,December,74.3682505399568,80.0
754,Police: Imminent Arrest Of 50 Elite Pedophiles Will Rock Washington,https://yournewswire.com/arrest-50-elite-pedophiles-washington/,yournewswire.com,4569,2017-12-18,Sean Adl-tabatabai,2201,2.0758746024534305,December,62.27623807360291,67.0
755,Biden: Trump Supporters are the 'Dregs of Society',http://www.truthandaction.org/biden-trump-supporters-dregs-society/,www.truthandaction.org,4565,2018-09-18,Uncategorized,1927,2.3689673066943437,September,71.06901920083031,50.0
756,Jodie Foster: All Men Are Full-Blown Rapists,https://yournewswire.com/jodie-foster-men-rapists/,yournewswire.com,4545,2017-12-22,Sean Adl-tabatabai,2197,2.068730086481566,December,62.06190259444697,44.0
757,HSBC launches remortgages for parents who want to buy school photos,https://uokhun.uk/2018/11/08/hsbc-launches-remortgages-for-parents-who-want-to-buy-school-photos/,uokhun.uk,4544,2018-11-08,Uncategorized,1876,2.422174840085288,November,72.66524520255864,67.0
758,Trump Signs Executive Order To Seize Assets Of Clinton & Obama,https://yournewswire.com/trump-executive-order-assets-clinton-obama/,yournewswire.com,4543,2017-12-22,Sean Adl-tabatabai,2197,2.0678197542102867,December,62.0345926263086,62.0
759,You’ve given up drinking for October? Let me throw you a f*cking parade.,https://uokhun.uk/2018/10/02/youve-given-up-drinking-for-october-let-me-throw-you-a-fcking-parade/,uokhun.uk,4514,2018-10-02,Uncategorized,1913,2.3596445373758494,October,70.78933612127548,72.0
760,BREAKING: Saturday Night Live Fined $16.2 Million For 'Vulgar' Kavanaugh Sketch,https://worstpot.us/ever/breaking-saturday-night-live-fined-16-2-million-for-vulgar-kavanaugh-sketch/,worstpot.us,4485,2018-09-30,Beth Palmer,1915,2.342036553524804,September,70.26109660574413,79.0
761,Sharpton: Kavanaugh Supporters are Like People Who Attended Lynchings After Church,http://www.truthandaction.org/sharpton-kavanaugh-supporters-are-like-people-who-attended-lynchings-after-church/,www.truthandaction.org,4446,2018-10-06,Uncategorized,1909,2.328968046097433,October,69.869041382923,82.0
762,Fears grow for missing gas meter reader in Hammersmith,https://uokhun.uk/2018/12/04/fears-grow-for-missing-gas-meter-reader-in-hammersmith/,uokhun.uk,4446,2018-12-04,Uncategorized,1850,2.403243243243243,December,72.0972972972973,54.0
763,Nueva Ley de personal y Aumento a policías de la provincia se Buenos Aires,http://www.12minutos.com/5aa73a298d126/nueva-ley-de-personal-y-aumento-a-policias-de-la-provincia-se-buenos-aires.html,www.12minutos.com,4439,2018-03-13,12minutos.com,2116,2.097826086956522,March,62.934782608695656,74.0
764,MSNBC Panelists: Your Kids Could Be Incarcerated in Trump's 'Concentration Camps',http://www.truthandaction.org/msnbc-panelists-your-kids-could-be-incarcerated-in-trumps-concentration-camps/,www.truthandaction.org,4439,2018-06-17,Uncategorized,2020,2.1975247524752475,June,65.92574257425743,81.0
765,Soros Orders Facebook To Ban All Global Warming Deniers,https://yournewswire.com/soros-facebook-ban-global-warming-deniers/,yournewswire.com,4431,2018-08-06,Sean Adl-tabatabai,1970,2.249238578680203,August,67.47715736040608,55.0
766,UPDATE: Steelers Player Fired For 'F*** The Flag' Remarks,https://worstpot.us/ever/update-steelers-player-fired-for-f-the-flag-remarks/,worstpot.us,4425,2018-09-09,Beth Palmer,1936,2.2856404958677685,September,68.56921487603306,57.0
767,Franklin Graham Dismisses Stormy Daniels Accusations Because She’s A ‘Fallen Woman’ - The Business Standard News,https://bizstandardnews.com/2018/03/09/franklin-graham-dismisses-stormy-daniels-accusations-shes-fallen-woman/,bizstandardnews.com,4421,2018-03-09,Piper Blackmun,2120,2.085377358490566,March,62.561320754716974,112.0
768,Jr Smith Admits He Drank Hennessy During Halftime Of Game 1 Of The NBA Finals,https://www.huzlers.com/jr-smith-admits-he-drank-hennessy-during-halftime-of-game-1-of-the-nba-finals/,www.huzlers.com,4417,2018-06-02,David Martinez,2035,2.1705159705159707,June,65.11547911547912,77.0
769,California Man Prosecuted for Posting Anti-Islamic Statements on Facebook,http://www.truthandaction.org/california-man-prosecuted-for-posting-anti-islamic-statements-on-facebook/,www.truthandaction.org,4415,2018-01-04,Uncategorized,2184,2.0215201465201464,January,60.6456043956044,73.0
770,Dept. of Justice Admits Flu Shot Is Most Dangerous Vaccine In US,https://newspunch.com/dept-justice-flu-shot-dangerous/,newspunch.com,4413,2018-12-08,Baxter Dmitry,1846,2.3905742145178763,December,71.71722643553629,64.0
771,Liberal Anti-Christian Principal’s Plan to Ban Christmas from School Backfires,https://neonnettle.com/news/5861-liberal-anti-christian-principal-s-plan-to-ban-christmas-from-school-backfires,neonnettle.com,4411,2018-12-06,Jay Greenberg,1848,2.386904761904762,December,71.60714285714286,78.0
772,26-year Old Man Sentenced To 20 Years after telling Judge he Was Suffering From Ligma,https://www.8shit.net/26-year-old-man-sentenced-to-20-years-after-telling-judge-he-was-suffering-from-ligma/,www.8shit.net,4399,2018-08-02,I'm Luis! ^-^ (@zerquix18),1974,2.228470111448835,August,66.85410334346504,85.0
773,President Trump Nominated for Nobel Peace Prize by Norwegian Lawmakers,http://www.truthandaction.org/president-trump-nominated-nobel-peace-prize-norwegian-lawmakers/,www.truthandaction.org,4347,2018-06-13,Norwegian Lawmakers,2024,2.147727272727273,June,64.43181818181819,70.0
774,Joe Jackson Smuggled Belt Into Heaven Witnesses Say He Was Looking For Michael Jackson,https://www.huzlers.com/joe-jackson-arrested-for-smuggling-a-belt-into-heaven-witnesses-say-he-was-looking-for-michael-jackson/,www.huzlers.com,4336,2018-06-30,The Pharoah,2007,2.1604384653712008,June,64.81315396113602,86.0
775,Florida Counties Abandon Recount As Numbers Favor Republicans,https://neonnettle.com/news/5658-florida-counties-abandon-recount-as-numbers-favor-republicans,neonnettle.com,4335,2018-11-15,Jacky Murphy,1869,2.319422150882825,November,69.58266452648475,61.0
776,Maxine Waters Outlines Plan for Reparations,http://www.truthandaction.org/maxine-waters-outlines-plan-for-reparations/,www.truthandaction.org,4326,2018-04-03,Uncategorized,2095,2.0649164677804297,April,61.947494033412895,43.0
777,WikiLeaks Humiliates Bill Clinton On Twitter After Catching Him In Shameless Lie,https://yournewswire.com/wikileaks-bill-clinton-twitter/,yournewswire.com,4326,2018-01-14,Baxter Dmitry,2174,1.9898804047838086,January,59.69641214351426,80.0
778,Dept. of Justice Admits Flu Shot Is Most Dangerous Vaccine In US,https://newspunch.com/dept-justice-flu-shot-dangerous/,newspunch.com,4311,2018-12-08,Baxter Dmitry,1846,2.335319609967497,December,70.05958829902492,64.0
779,Taylor Swift To 112M Followers 'Vote Democrat' But She's Not Registered To Vote,https://neonnettle.com/news/5318-taylor-swift-to-112m-followers-vote-democrat-but-she-s-not-registered-to-vote,neonnettle.com,4297,2018-10-11,Daniel Newton,1904,2.256827731092437,October,67.7048319327731,79.0
780,CEBRUTHIUS será novo Feitiço de Harry Potter.,http://www.cnoticias.net/5abf7bae52f1e/cebruthius-sera-novo-feitico-de-harry-potter.html,www.cnoticias.net,4290,2018-04-01,Cnoticias.net,2097,2.0457796852646637,April,61.373390557939906,45.0
781,Catholic Priest Mauled By Lion After Trying To Prove God Would Intervene,http://www.neonnettle.com/news/4169-catholic-priest-mauled-by-lion-after-trying-to-prove-god-would-intervene,www.neonnettle.com,4289,2018-05-10,Neon Nettle,2058,2.0840621963070944,May,62.52186588921283,72.0
782,Muslim Girl Tries to Burn Down Christian Day Care to Aid Caliphate,http://www.truthandaction.org/muslim-girl-tries-to-burn-down-christian-day-care-to-aid-caliphate/,www.truthandaction.org,4288,2018-01-27,Uncategorized,2161,1.984266543267006,January,59.52799629801018,66.0
783,CA Gov Jerry Brown Issues Pardons to Save Felons from Deportation,http://www.truthandaction.org/ca-gov-jerry-brown-issues-pardons-to-save-felons-from-deportation/,www.truthandaction.org,4286,2018-01-03,Uncategorized,2185,1.9615560640732266,January,58.8466819221968,65.0
785,Tom Hanks & Steven Spielberg Accused Of Child Rape - Your News Wire,https://yournewswire.com/tom-hanks-steven-spielberg-child-rape/,yournewswire.com,4285,2018-07-30,Baxter Dmitry,1977,2.1674253920080933,July,65.02276176024279,67.0
784,Two Obama-era Officials Named As Seth Rich Murder Suspects,https://yournewswire.com/officials-seth-rich-murder-suspects/,yournewswire.com,4285,2018-07-09,Baxter Dmitry,1998,2.1446446446446448,July,64.33933933933935,58.0
786,Cory 'Spartacus' Booker Admits He Sexually Assaulted 'Unwilling Drunk Teen Girl',https://yournewswire.com/cory-booker-sexually-assaulted-girl/,yournewswire.com,4252,2018-09-19,Baxter Dmitry,1926,2.2076843198338527,September,66.23052959501557,80.0
787,Poll: 70 Percent of Trump Supporters Think Media Faked P.R. Deaths - The Business Standard News,https://bizstandardnews.com/2018/09/14/poll-70-percent-of-trump-supporters-think-media-faked-p-r-deaths/,bizstandardnews.com,4248,2018-09-14,Peter West,1931,2.1998964267219057,September,65.99689280165718,95.0
788,Stephen Hawking’s final theory confirms Piers Morgan is a bell end,https://uokhun.uk/2018/10/17/stephen-hawkings-final-theory-confirms-piers-morgan-is-a-bell-end2/,uokhun.uk,4232,2018-10-17,Uncategorized,1898,2.2297154899894625,October,66.89146469968388,66.0
789,Dear Football Lads. We hate terrorism too. It’s just we’re not racist pricks.,https://uokhun.uk/2018/10/13/dear-football-lads-we-hate-terrorism-too-its-just-were-not-racist-pricks/,uokhun.uk,4232,2018-10-13,Uncategorized,1902,2.2250262881177707,October,66.75078864353313,77.0
790,Dick Van Dyke condemned over ‘blackface’ appearance in Mary Poppins,https://uokhun.uk/2018/10/28/dick-van-dyke-condemned-over-blackface-appearance-in-mary-poppins/,uokhun.uk,4224,2018-10-28,Uncategorized,1887,2.2384737678855324,October,67.15421303656598,67.0
791,BREAKING: Melania Trump Outraged at How GWB Treated Her Husband at Funeral,https://bebest.website/breaking-melania-trump-outraged-at-how-gwb-treated-her-husband-at-funeral/,bebest.website,4220,2018-12-06,Flagg Eagleton,1848,2.2835497835497836,December,68.5064935064935,74.0
792,Man Who Exposed Hollywood Pedophile Ring Found Dead,https://yournewswire.com/man-exposed-hollywood-pedohile-ring-dead/,yournewswire.com,4220,2018-05-14,Sean Adl-tabatabai,2054,2.054527750730282,May,61.63583252190847,51.0
793,FIFA 19 Will Have Battle Royale,https://www.8shit.net/fifa-19-will-have-battle-royale/,www.8shit.net,4218,2018-06-11,I'm Luis! ^-^ (@zerquix18),2026,2.081934846989141,June,62.458045409674234,31.0
794,"Tekashi 69 Gets Ticket For Beating Chief Keef's Kid For ""Acting Ghetto""",https://www.huzlers.com/tekashi-69-who-has-been-with-chief-keefs-baby-mama-gets-ticket-for-beating-chief-keefs-kid-for-acting-ghetto/,www.huzlers.com,4218,2018-06-14,The Pharoah,2023,2.0850222441917943,June,62.55066732575383,71.0
795,BREAKING: Dem Governor Tells Trump to 'Stay the Hell Away' If Hurricane Hits,https://trumpbetrayed.us/all/breaking-dem-governor-tells-trump-to-stay-the-hell-away-if-hurricane-hits/,trumpbetrayed.us,4218,2018-09-10,Flagg Eagleton,1935,2.17984496124031,September,65.3953488372093,76.0
796,Florida Man Convinces Two Female Officers To Have A Threesome Instead Of Giving Him A Ticket,https://www.8shit.net/florida-man-convinces-two-female-officers-to-have-a-threesome-instead-of-giving-him-a-ticket/,www.8shit.net,4216,2018-06-19,I'm Luis! ^-^ (@zerquix18),2018,2.089197224975223,June,62.67591674925669,92.0
797,Redknapp wins more honours in three weeks in jungle than in four years at Spurs,https://uokhun.uk/2018/12/09/redknapp-wins-more-honours-in-three-weeks-in-jungle-than-in-four-years-at-spurs/,uokhun.uk,4215,2018-12-09,Uncategorized,1845,2.2845528455284554,December,68.53658536585365,79.0
798,Senate Report: Obama Secretly Gave Iran Access to US Financial Markets,http://www.truthandaction.org/senate-report-obama-secretly-gave-iran-access-to-us-financial-markets/,www.truthandaction.org,4213,2018-06-06,Senate Republicans,2031,2.0743476120137863,June,62.23042836041358,70.0
799,Mum puts baby up for adoption after photo only gets 17 Facebook likes,https://uokhun.uk/2018/11/30/mum-puts-baby-up-for-adoption-after-photo-only-gets-17-facebook-likes/,uokhun.uk,4201,2018-11-30,Uncategorized,1854,2.2659115426105716,November,67.97734627831716,69.0
800,Facebook Nan shares photo of lost dog 5000 miles away,https://uokhun.uk/2018/10/12/facebook-nan-shares-photo-of-lost-dog-5000-miles-away/,uokhun.uk,4199,2018-10-12,Uncategorized,1903,2.206516027325276,October,66.19548081975827,53.0
801,Here’s Tommy Robinson falling for a ridiculous fake news story … twice,https://uokhun.uk/2018/10/12/heres-tommy-robinson-falling-for-a-ridiculous-fake-news-story-twice2/,uokhun.uk,4179,2018-10-12,Uncategorized,1903,2.1960063058328956,October,65.88018917498687,70.0
802,Israel Refuses To Cooperate With UN Probe Into Gaza Killings,https://yournewswire.com/israel-refuses-to-cooperate-with-un-probe-into-gaza-killings/,yournewswire.com,4176,2018-05-20,Niamh Harris,2048,2.0390625,May,61.171875,60.0
803,Haitian President: Clintons 'Raped And Pillaged My Beloved Haiti',https://yournewswire.com/president-clintons-raped-haiti/,yournewswire.com,4173,2018-01-24,Baxter Dmitry,2164,1.9283733826247689,January,57.851201478743064,65.0
805,OUTRAGE as Tesco removes the word ‘Christmas’ from cracker packaging,https://uokhun.uk/2018/11/30/outrage-as-tesco-removes-the-word-christmas-from-cracker-packaging-2/,uokhun.uk,4169,2018-11-30,Uncategorized,1854,2.2486515641855447,November,67.45954692556634,68.0
804,Florida Man Dies In Meth-lab Explosion After Lighting Farts On Fire,https://www.8shit.net/florida-man-dies-in-meth-lab-explosion-after-lighting-farts-on-fire/,www.8shit.net,4169,2018-06-30,I'm Luis! ^-^ (@zerquix18),2007,2.077229696063777,June,62.316890881913295,67.0
806,Donald Trump Prepares Groundwork For Abortion Ban In All 50 States,http://www.neonnettle.com/news/4411-donald-trump-prepares-groundwork-for-abortion-ban-in-all-50-states,www.neonnettle.com,4166,2018-06-29,Neon Nettle,2008,2.0747011952191237,June,62.2410358565737,66.0
807,Bulldog Bites Pedophile's Genitals Off As He Tried To Rape Sleeping Girls,https://yournewswire.com/bulldog-pedophile-genitals/,yournewswire.com,4156,2018-03-03,Baxter Dmitry,2126,1.9548447789275636,March,58.64534336782691,73.0
808,NBC: Maxine Waters' 43rd District Has 'Some of World's Filthiest Slums',https://newspunch.com/maxine-waters-district-slums/,newspunch.com,4152,2018-11-05,Baxter Dmitry,1879,2.209686003193188,November,66.29058009579563,71.0
809,NBC: Maxine Waters' 43rd District Has 'Some of World's Filthiest Slums',https://newspunch.com/maxine-waters-district-slums/,newspunch.com,4152,2018-11-05,Baxter Dmitry,1879,2.209686003193188,November,66.29058009579563,71.0
810,Luongo: 'The Coup is Complete - Trump is no Longer Acting President',http://www.truthandaction.org/luongo-the-coup-is-complete-trump-is-no-longer-acting-president/,www.truthandaction.org,4140,2018-04-11,Uncategorized,2087,1.9837086727359847,April,59.511260182079546,68.0
811,Swedish DJ Avicii Found Dead After Exposing Elite Pedophile Ring,http://www.neonnettle.com/news/4107-swedish-dj-avicii-found-dead-after-exposing-elite-pedophile-ring,www.neonnettle.com,4137,2018-04-28,Neon Nettle,2070,1.9985507246376812,April,59.95652173913044,64.0
812,Julia Roberts: 'Michelle Obama Isn't Fit To Clean Melania's Toilet',https://yournewswire.com/julia-roberts-michelle-obama-toilet/,yournewswire.com,4135,2017-12-13,Baxter Dmitry,2206,1.8744333635539439,December,56.233000906618315,67.0
814,Judge Spares Muslim Pedophile Prison Term Because Of His Religion,https://newspunch.com/judge-muslim-pedophile-prison/,newspunch.com,4129,2018-02-23,Baxter Dmitry,2134,1.9348641049671977,February,58.04592314901593,65.0
813,Judge Spares Muslim Pedophile Prison Term Because Of His Religion,https://newspunch.com/judge-muslim-pedophile-prison/,newspunch.com,4129,2018-02-23,Baxter Dmitry,2134,1.9348641049671977,February,58.04592314901593,65.0
